tx	gene_id	SAMN36978213_MG	SAMN36978214_MG	SAMN36978215_MG	SAMN36978216_A1G	SAMN36978217_A1G	SAMN36978218_A1G	SAMN36978219_GC	SAMN36978220_GC	SAMN36978221_GC
ENSMUST00000000329	ENSMUSG00000000320	0.149737	0	0.096311	0.060772	0.120204	0.21095	0.301572	0.038474	0.088622
ENSMUST00000108574	ENSMUSG00000000320	0	0	0.073102	0	0	0.048271	0	0	0.095476
ENSMUST00000090103	ENSMUSG00000000325	0	0	0	0	0	0	0	0	0
ENSMUST00000115610	ENSMUSG00000000325	0.738366	1.349548	0.718945	0.725526	2.161719	0.653454	1.243856	0.93787	0.814845
ENSMUST00000115612	ENSMUSG00000000325	1.16403	0.407847	0	0.571916	0	0	0.766116	0	0
ENSMUST00000115613	ENSMUSG00000000325	0	0	0	0	0	0	0	0	0
ENSMUST00000115614	ENSMUSG00000000325	0	0	1.456484	1.536973	0.582902	1.005033	1.134488	1.111154	0.643303
ENSMUST00000126183	ENSMUSG00000000325	0	0	0	0	0.283267	0	0	0.107783	0
ENSMUST00000150253	ENSMUSG00000000325	1.014806	1.759223	0.812337	0.843921	1.306478	0.727695	0	1.12557	1.718238
ENSMUST00000150484	ENSMUSG00000000325	0	0	0	0	0	0	0	0	0
ENSMUST00000152132	ENSMUSG00000000325	0	0.09734	0	0.166466	0	0.181865	0.111143	0	0.336068
ENSMUST00000155548	ENSMUSG00000000325	0	0	0	0	0	0	0	0	0
ENSMUST00000000335	ENSMUSG00000000326	379.357655	391.160004	334.348338	390.127633	322.762505	287.692474	354.75161	340.831525	272.570005
ENSMUST00000115609	ENSMUSG00000000326	90.285911	89.434403	95.124363	69.095784	75.860414	75.82715	62.390673	72.988944	49.88592
ENSMUST00000147720	ENSMUSG00000000326	0	0	0	18.448827	0	0	46.606609	40.470882	0
ENSMUST00000165430	ENSMUSG00000000326	157.676842	192.134698	123.812922	310.693181	196.624251	152.025382	264.609295	335.003286	251.025761
ENSMUST00000000348	ENSMUSG00000000339	10.698416	7.535275	6.104412	7.356152	5.916824	8.299116	7.024244	6.730655	4.723337
ENSMUST00000124486	ENSMUSG00000000339	0	0	0	0	0	0	1.911008	0	0
ENSMUST00000140677	ENSMUSG00000000339	0	0	0	0	0	0	0	0	0.15893
ENSMUST00000143425	ENSMUSG00000000339	0.821711	0	1.301184	1.089685	0.395881	1.027711	1.293596	1.998813	0.57851
ENSMUST00000153005	ENSMUSG00000000339	0	0	0	0	0	0	0	0	0
ENSMUST00000000349	ENSMUSG00000000340	46.832289	56.205392	56.640873	52.46201	57.880825	49.523283	46.287153	41.407896	37.606946
ENSMUST00000196376	ENSMUSG00000000340	0	0	0	1.841262	0	0	0	0	0
ENSMUST00000197201	ENSMUSG00000000340	1.726582	0.471692	2.095472	0.399366	4.019082	1.893504	0.53584	5.895595	0
ENSMUST00000199614	ENSMUSG00000000340	1.002547	1.053862	1.857127	2.072003	0	0.943295	3.811786	0.224015	0.481019
ENSMUST00000000356	ENSMUSG00000000346	85.080737	83.928586	87.700621	79.784635	70.813612	78.734156	68.628561	58.153853	54.020002
ENSMUST00000000365	ENSMUSG00000000355	29.324517	33.825233	25.848627	36.178523	24.891865	32.275704	32.516554	27.386999	25.026778
ENSMUST00000133128	ENSMUSG00000000355	2.314419	4.346064	5.161855	2.700907	2.653002	3.136668	5.520434	7.718831	1.700401
ENSMUST00000134573	ENSMUSG00000000355	3.227595	6.965943	6.87102	4.151504	2.868831	5.361032	5.243956	1.825792	3.149256
ENSMUST00000140204	ENSMUSG00000000355	0.466992	1.519419	2.348483	2.684062	0	1.226495	0.693922	1.700915	0.776056
ENSMUST00000148938	ENSMUSG00000000355	0	0	0	0.356403	0.447958	0	0	0.737196	0
ENSMUST00000000369	ENSMUSG00000000359	0.14677	0	0.475198	0.354547	0.512143	0.043705	0.052881	0.268468	0.196931
ENSMUST00000139370	ENSMUSG00000000359	0.0879	0	0	0	0	0.0525	0	0	0
ENSMUST00000150913	ENSMUSG00000000359	0	0	0	0	0	0	0	0	0
ENSMUST00000095793	ENSMUSG00000000365	0	0	0	0	0	0	0	0	0
ENSMUST00000000384	ENSMUSG00000000374	7.167192	7.905977	9.519808	8.874424	8.272056	8.844748	6.664051	5.576203	4.16964
ENSMUST00000000388	ENSMUSG00000000378	11.507976	15.246571	14.595572	14.327578	13.902121	13.257609	13.073939	12.087889	11.420557
ENSMUST00000109721	ENSMUSG00000000378	0	0	0	0	0	0	0	0	0
ENSMUST00000109722	ENSMUSG00000000378	0	0	0	0	0	0	0	0	0
ENSMUST00000144293	ENSMUSG00000000378	0	0	0	0	0	0	0	0	0
ENSMUST00000159007	ENSMUSG00000000378	2.372682	2.838225	0.629648	0	2.005356	1.413735	2.075492	0.797137	1.105649
ENSMUST00000160633	ENSMUSG00000000378	0	0	0	0	0	0.272271	0	1.87622	0
ENSMUST00000161501	ENSMUSG00000000378	0	0	0	0	0	0	0	0	0
ENSMUST00000161667	ENSMUSG00000000378	0.358943	0	0	0	0	0	0	0.09493	0
ENSMUST00000102910	ENSMUSG00000000381	0	0	0	0	0	0	0	0	0
ENSMUST00000127341	ENSMUSG00000000381	0	0	0	0	0	0	0	0	0
ENSMUST00000141868	ENSMUSG00000000381	0	0	0	0	0	0	0	0	0
ENSMUST00000000394	ENSMUSG00000000384	12.629482	15.516565	12.218483	13.473839	13.54334	17.78447	8.794083	10.616032	10.14687
ENSMUST00000131313	ENSMUSG00000000384	4.80197	0	0	3.979795	3.293618	0.703054	3.451025	0	2.104703
ENSMUST00000131477	ENSMUSG00000000384	0.925575	3.642952	4.336957	1.084904	3.996673	3.246964	4.658336	1.994291	3.262444
ENSMUST00000131815	ENSMUSG00000000384	0	0	0	0.320421	0.146684	0.632547	0	0.251741	0
ENSMUST00000132446	ENSMUSG00000000384	0.675475	1.730406	0.720582	0	1.153365	1.218513	0	1.542256	0.732945
ENSMUST00000134016	ENSMUSG00000000384	0	0	0.385887	0	0.455964	0	0	0.261424	0.514881
ENSMUST00000136682	ENSMUSG00000000384	0	0.252045	0.945322	0	0	2.554958	0	0.2048	0.220975
ENSMUST00000144463	ENSMUSG00000000384	0	0	0	1.434378	0	0	0	0	0
ENSMUST00000150697	ENSMUSG00000000384	1.255868	0	0	0	0	0	0	0	0
ENSMUST00000151008	ENSMUSG00000000384	0.349953	1.559407	0	0	0	0	0	0	0.176384
ENSMUST00000156969	ENSMUSG00000000384	0	0	0	0	0	0	0	0	0
ENSMUST00000189268	ENSMUSG00000000384	2.320932	3.890075	5.111452	3.22284	2.842711	2.915619	5.323627	3.340876	1.576436
ENSMUST00000000395	ENSMUSG00000000385	1.913098	0.659351	0.995205	1.65084	1.37003	1.145159	1.092764	1.074116	0.811658
ENSMUST00000023655	ENSMUSG00000000386	0	0	0	0	0	0	0	0	0
ENSMUST00000113768	ENSMUSG00000000386	0.119664	0.055592	0	0	0	0	0.285691	0	0
ENSMUST00000135184	ENSMUSG00000000386	0	0	0	0	0	0	0	0	0
ENSMUST00000142883	ENSMUSG00000000386	1.643291	0	0	0	0	0	0	0	0
ENSMUST00000155233	ENSMUSG00000000386	0.564094	0	0.16569	0.514393	0.026661	0.12449	0	0.274339	0.218017
ENSMUST00000000402	ENSMUSG00000000392	0	0	0	0	0.037041	0	0	0	0.060042
ENSMUST00000102732	ENSMUSG00000000392	0	0	0	0	0	0	0.066051	0	0
ENSMUST00000128139	ENSMUSG00000000392	0	0	0	0	0	0	0	0	0
ENSMUST00000136297	ENSMUSG00000000392	0	0	0.090467	0	0	0	0	0	0
ENSMUST00000152085	ENSMUSG00000000392	0.107526	0	0.258918	0	0	0.065654	0	0.16316	0
ENSMUST00000172676	ENSMUSG00000000392	0	0	0	0	0	0	0	0	0
ENSMUST00000173745	ENSMUSG00000000392	0	0	0	0	0	0	0	0	0
ENSMUST00000174234	ENSMUSG00000000392	0	0	0	0	0	0	0	0	0
ENSMUST00000174448	ENSMUSG00000000392	0	0	0	0	0	0	0	0	0
ENSMUST00000102733	ENSMUSG00000000394	0	0	0	0	0	0	0	0	0
ENSMUST00000136686	ENSMUSG00000000394	0	0	0	0	0	0	0	0	0
ENSMUST00000155624	ENSMUSG00000000394	0	0	0	0	0	0	0	0	0
ENSMUST00000088194	ENSMUSG00000000399	121.094652	113.583383	110.601681	111.9917	121.640491	116.210868	99.237304	116.003226	104.255154
ENSMUST00000200890	ENSMUSG00000000399	0	1.602691	0	0.207598	0.751384	0.109642	0.292192	0.661587	0.487062
ENSMUST00000000412	ENSMUSG00000000402	0	0.170735	0	0.095553	0.056697	0	0	0	0
ENSMUST00000067240	ENSMUSG00000000409	0	0	0	0	0	0	0	0	0
ENSMUST00000102596	ENSMUSG00000000409	0	0	0.381361	0.321755	0	0	0	0.307102	0.291769
ENSMUST00000123640	ENSMUSG00000000409	0	0	0.565094	0	0	0	0.934433	0	0
ENSMUST00000127943	ENSMUSG00000000409	0	0	0	0	0	0	0	0	0
ENSMUST00000132030	ENSMUSG00000000409	1.295485	0.261621	0	0	0.260992	0	0	0	0
ENSMUST00000134336	ENSMUSG00000000409	0	0	0	0	0	0	0	0	0
ENSMUST00000139957	ENSMUSG00000000409	0	0	0	0	0	0	0	0	0
ENSMUST00000167288	ENSMUSG00000000409	0.06903	0.102344	0	0	0.102003	0.263643	0	0	0
ENSMUST00000000421	ENSMUSG00000000411	0	0	0	0	0	0	0	0	0
ENSMUST00000090601	ENSMUSG00000000416	0	0	0	0.030045	0.054683	0.062805	0	0	0
ENSMUST00000129669	ENSMUSG00000000416	0	0	0	0	0	0	0	0	0
ENSMUST00000139557	ENSMUSG00000000416	0	0	0	0	0	0	0	0	0.014966
ENSMUST00000140416	ENSMUSG00000000416	0	0	0	0	0	0	0	0	0
ENSMUST00000141581	ENSMUSG00000000416	0	0	0	0	0	0	0	0	0
ENSMUST00000142963	ENSMUSG00000000416	0	0	0	0	0	0	0	0	0
ENSMUST00000146775	ENSMUSG00000000416	0.135934	0.017623	0	0	0.051959	0	0.06025	0.093597	0.028558
ENSMUST00000148602	ENSMUSG00000000416	0	0	0	0	0	0	0	0.084893	0
ENSMUST00000152499	ENSMUSG00000000416	0	0	0.086715	0.020316	0	0	0	0	0
ENSMUST00000000430	ENSMUSG00000000420	0.335343	0	0.269144	0	0	0.58015	0.244315	0.78989	0.173579
ENSMUST00000164066	ENSMUSG00000000420	0	0	0	0.246238	0.318774	0	0	0	0
ENSMUST00000164998	ENSMUSG00000000420	0.650936	1.054708	1.384799	2.496657	3.551899	3.780452	3.221809	1.564259	0.589927
ENSMUST00000169474	ENSMUSG00000000420	0	0.377589	0	0.104262	0.499118	0.478745	0	0	0
ENSMUST00000170191	ENSMUSG00000000420	0	0.270624	0	0.112441	0	0	0	0.31065	0.319229
ENSMUST00000170243	ENSMUSG00000000420	4.862955	3.202507	5.01186	4.189994	2.132774	1.869044	3.210568	1.916182	1.580979
ENSMUST00000171583	ENSMUSG00000000420	0	0	0	0	1.12644	1.108705	0	0	0
ENSMUST00000178605	ENSMUSG00000000420	16.669892	15.779176	16.050546	17.359294	18.591813	19.386988	15.703796	12.330216	10.624538
ENSMUST00000000445	ENSMUSG00000000435	0	0	0	0	0	0	0	0	0
ENSMUST00000000449	ENSMUSG00000000439	8.833184	7.520262	6.288802	6.879685	5.928052	6.997279	8.134103	5.729147	4.980401
ENSMUST00000000450	ENSMUSG00000000440	0	0.992916	0	2.301697	2.416761	0	0	0.873988	1.729964
ENSMUST00000171644	ENSMUSG00000000440	2.064086	0.308305	1.813385	1.171448	0.292219	3.392536	3.397006	1.649489	1.962284
ENSMUST00000000451	ENSMUSG00000000441	35.115347	35.043982	33.416703	36.255394	29.808286	29.296618	26.811595	26.191222	20.589117
ENSMUST00000112949	ENSMUSG00000000441	2.925623	0.845796	1.355275	3.515032	2.068628	1.013508	7.145274	1.418452	2.73817
ENSMUST00000124553	ENSMUSG00000000441	0	0	0	0	0	0	0	0	0
ENSMUST00000127503	ENSMUSG00000000441	0.624642	0.705375	0.721783	1.58337	1.442262	1.98923	0.74953	0.827983	0.321525
ENSMUST00000130528	ENSMUSG00000000441	1.573232	2.069924	2.967296	1.312112	1.990768	1.800711	0.72475	1.140822	1.704595
ENSMUST00000147979	ENSMUSG00000000441	0	0	0	0	0	0	0	0.172665	0
ENSMUST00000106313	ENSMUSG00000000486	0.831966	0	0	0	0	0	0	0	0
ENSMUST00000106314	ENSMUSG00000000486	0	0	0.125404	0	0	0.581345	0	0.549715	0
ENSMUST00000131208	ENSMUSG00000000486	0.759418	0	0.688772	0.167348	0.398992	0	0	0	0
ENSMUST00000133591	ENSMUSG00000000486	0	0	0	0	0	0	0	0	0
ENSMUST00000133733	ENSMUSG00000000486	0	0	0	0	0	0	0	0.091581	0
ENSMUST00000133913	ENSMUSG00000000486	0	0	0	0.158868	0.077357	0	0	0	0
ENSMUST00000138541	ENSMUSG00000000486	0	0	0	0.525899	0	0	0.203554	0	0
ENSMUST00000142356	ENSMUSG00000000486	0	0	0.597678	0	0	0	0	0	0
ENSMUST00000152267	ENSMUSG00000000486	0	0	0	0	0	0	0	0	0.495641
ENSMUST00000000500	ENSMUSG00000000489	0.735479	0.31803	0.536674	0.701965	0.656817	0.277146	0.561215	0.65691	0.447407
ENSMUST00000000542	ENSMUSG00000000530	0	0	0	0	0	0	0	0	0
ENSMUST00000117984	ENSMUSG00000000530	0	0	0	0.649298	0.323392	0.626848	0	0	0
ENSMUST00000119063	ENSMUSG00000000530	1.057436	0.502315	0.479212	0	0	0	0.719678	0	0.201571
ENSMUST00000120028	ENSMUSG00000000530	0	0	0	0	0	0	0	0.141922	0
ENSMUST00000120754	ENSMUSG00000000530	0.231341	0.507438	0.341758	0.146888	0.434036	0.499054	0.349529	0.664395	0.235086
ENSMUST00000121718	ENSMUSG00000000530	0	0	0	0	0	0	0	0	0
ENSMUST00000124151	ENSMUSG00000000530	0	0	0	0	0	0	0	0	0
ENSMUST00000128525	ENSMUSG00000000530	0	0	0	0	0	0	0	0	0
ENSMUST00000128868	ENSMUSG00000000530	0	0	0	0	0	0	0	0	0
ENSMUST00000130432	ENSMUSG00000000530	0	0	0	0	0	0	0	0	0
ENSMUST00000144229	ENSMUSG00000000530	0	0	0	0	0	0	0	0	0
ENSMUST00000000543	ENSMUSG00000000531	0.530261	0.85533	1.593685	1.304709	0.728523	1.025816	0.257367	0.662368	0.463903
ENSMUST00000000544	ENSMUSG00000000532	4.13298	3.136078	2.988365	3.974157	4.228226	4.07474	4.13238	3.00759	2.719559
ENSMUST00000064019	ENSMUSG00000000538	0.108558	0.961582	0.530817	0.275858	0	0.417887	0.055652	0.407076	0.257763
ENSMUST00000093046	ENSMUSG00000000538	0	0	0	0	0	0	0	0	0
ENSMUST00000093048	ENSMUSG00000000538	0	0	0	0	0	0	0	0	0
ENSMUST00000095254	ENSMUSG00000000538	0.398472	0	0	0	0	0.448437	0	0	0
ENSMUST00000102682	ENSMUSG00000000538	0.365006	0.347725	0.642104	0.616681	0.606616	0.132421	0.303587	0.084797	0.721532
ENSMUST00000102683	ENSMUSG00000000538	5.246089	6.018097	4.623416	5.259875	5.034333	4.860509	4.489392	3.358374	1.416442
ENSMUST00000133420	ENSMUSG00000000538	0	0.270442	0	0	0	0	0	0	0
ENSMUST00000142225	ENSMUSG00000000538	0.041612	0.097608	0.114516	0	0.211811	0.249487	0.252841	0.16917	0.071026
ENSMUST00000143124	ENSMUSG00000000538	0	0	0	0	0	0	0	0	0
ENSMUST00000151284	ENSMUSG00000000538	0.530678	0.97225	0.486605	0.496541	0	0.181865	0	0	0
ENSMUST00000153920	ENSMUSG00000000538	1.517901	0	0.641713	2.465049	2.123812	0	2.62293	2.954438	3.70193
ENSMUST00000027847	ENSMUSG00000000544	0	0	0	0	0	0	0	0	0
ENSMUST00000060833	ENSMUSG00000000544	0	0	0	0	0	0	0	0	0
ENSMUST00000166159	ENSMUSG00000000544	0	0	0	0	0	0	0	0	0
ENSMUST00000166860	ENSMUSG00000000544	0	0	0	0	0	0	0	0	0
ENSMUST00000168828	ENSMUSG00000000552	8.570037	7.109922	8.467136	7.075657	7.797286	9.443112	5.361369	5.972528	7.385194
ENSMUST00000023128	ENSMUSG00000000555	9.184806	9.765655	10.504623	10.917319	12.413723	12.762432	8.821345	9.931576	7.340832
ENSMUST00000000572	ENSMUSG00000000560	0	0	0	0	0	0	0	0	0
ENSMUST00000197124	ENSMUSG00000000560	0	0	0	0	0	0	0	0	0
ENSMUST00000197284	ENSMUSG00000000560	0	0	0	0	0	0	0	0	0
ENSMUST00000198625	ENSMUSG00000000560	0	0	0	0	0	0	0	0	0
ENSMUST00000199012	ENSMUSG00000000560	0	0	0	0	0	0	0	0	0
ENSMUST00000199861	ENSMUSG00000000560	0	0	0	0	0	0	0	0	0
ENSMUST00000010278	ENSMUSG00000000561	8.514921	9.794824	12.625074	8.818482	7.809386	12.907897	7.693096	8.389758	5.15636
ENSMUST00000127464	ENSMUSG00000000561	2.024436	3.994848	0	4.350523	3.274242	0	0	0.855472	0
ENSMUST00000128005	ENSMUSG00000000561	0	0.908175	1.805991	0.87154	0.375182	1.592464	0.289261	0.810662	0.716166
ENSMUST00000130994	ENSMUSG00000000561	0.738687	0.347117	0.931501	0.681218	0.578149	1.160807	0.357331	0.605665	0.562899
ENSMUST00000151263	ENSMUSG00000000561	0.630012	0.612895	0.763289	0.675553	0.406381	0.788746	0	0.331313	0.8314
ENSMUST00000000574	ENSMUSG00000000562	0	0	0	0	0	0	0	0	0
ENSMUST00000164730	ENSMUSG00000000562	0	0	0	0.11858	0	0	0	0.056109	0
ENSMUST00000197613	ENSMUSG00000000562	0	0	0	0	0	0	0	0	0
ENSMUST00000118209	ENSMUSG00000000563	203.187526	260.352877	247.987674	249.017446	267.327893	235.114613	235.88022	285.982136	213.166633
ENSMUST00000123959	ENSMUSG00000000563	1.340468	3.079872	0	0	0.872618	1.670439	1.518994	0	1.439394
ENSMUST00000133320	ENSMUSG00000000563	62.989987	0	0	20.474266	0	25.588871	0	0	23.988671
ENSMUST00000143022	ENSMUSG00000000563	0	0	0	1.81023	1.543217	2.050904	0	0	0
ENSMUST00000153666	ENSMUSG00000000563	0.110127	0.074302	0.675284	0.355149	0.183287	0.24439	0.083076	0.333893	0.085
ENSMUST00000199311	ENSMUSG00000000563	0	0	0	0	0	0	1.000388	0.997444	0
ENSMUST00000000579	ENSMUSG00000000567	2.058333	3.548634	3.057378	3.304124	3.725572	4.54888	2.113603	2.528822	1.848049
ENSMUST00000019128	ENSMUSG00000000568	6.013856	2.858962	2.408736	2.796961	5.088907	5.120203	2.843935	1.846202	2.743169
ENSMUST00000072750	ENSMUSG00000000568	4.605917	1.389515	5.828224	4.606438	6.077301	11.584071	7.833851	4.534164	3.936085
ENSMUST00000112939	ENSMUSG00000000568	14.574991	9.237645	11.523055	8.77496	8.846548	16.031919	2.547649	5.421406	5.873044
ENSMUST00000164833	ENSMUSG00000000568	0.820374	2.77956	2.949055	0.826012	2.462456	1.782524	3.191528	2.834188	1.347392
ENSMUST00000168396	ENSMUSG00000000568	0.732856	1.041189	1.190352	0	0.15278	0.802186	2.244698	1.225977	0.772816
ENSMUST00000170654	ENSMUSG00000000568	0	0.39411	0	0	0	0	0	0	0
ENSMUST00000170912	ENSMUSG00000000568	0	0	0	0	0	0	0	0	0
ENSMUST00000171106	ENSMUSG00000000568	0.961948	2.5734	3.627385	1.351331	1.515738	1.008394	1.636633	1.543014	2.149805
ENSMUST00000171640	ENSMUSG00000000568	0	0	0	0	0	0	0	0	0
ENSMUST00000171786	ENSMUSG00000000568	0	4.659857	8.182562	1.721074	0	0	0	6.585882	0
ENSMUST00000172361	ENSMUSG00000000568	1.368046	0.600655	1.040317	0.98841	0.723584	1.385319	1.21311	0.808711	0.548584
ENSMUST00000092966	ENSMUSG00000000579	0.337587	0.198914	0	0	0	0	0	0	0
ENSMUST00000124894	ENSMUSG00000000579	0	0	0	0	0	0	0	0	0.518548
ENSMUST00000138598	ENSMUSG00000000579	0.168215	0.053275	0.358269	0.44691	0.241078	0.375671	0.507022	0.525061	0.178886
ENSMUST00000149027	ENSMUSG00000000579	0.869521	0.283163	2.12024	0.23423	0	0.268873	0	0.224079	0.462958
ENSMUST00000000594	ENSMUSG00000000581	15.715052	15.370207	14.977726	16.102805	14.965225	16.044332	12.995281	13.068323	11.368803
ENSMUST00000130330	ENSMUSG00000000581	0.635014	3.744045	0.519153	0	0	0	0	0	0
ENSMUST00000131227	ENSMUSG00000000581	17.433636	6.012647	11.235907	18.960067	19.266799	8.622427	4.588019	8.002143	11.804782
ENSMUST00000135568	ENSMUSG00000000581	11.835962	9.223634	11.518327	11.964659	9.888281	10.364007	8.899717	7.95382	4.534284
ENSMUST00000156784	ENSMUSG00000000581	8.329051	1.707699	4.444741	5.060596	3.766585	3.745777	2.431337	3.291841	4.292557
ENSMUST00000000608	ENSMUSG00000000594	18.665201	20.741176	17.557636	25.912108	30.181265	22.25085	27.74204	28.405314	24.176506
ENSMUST00000080085	ENSMUSG00000000600	3.463661	5.809592	4.229056	5.252785	4.688071	4.693044	3.958581	4.242147	4.264342
ENSMUST00000171023	ENSMUSG00000000600	1.199171	1.098547	1.142483	1.508086	1.240148	1.143564	0.54776	0.689894	0.510016
ENSMUST00000196098	ENSMUSG00000000600	0	0	0	0	0	0.063309	0	0	0
ENSMUST00000197611	ENSMUSG00000000600	0.031198	0.209579	0.249772	0.071688	0.020611	0.24589	0	0	0.109362
ENSMUST00000197742	ENSMUSG00000000600	0	0	0	0.335362	0	0	0	0	0.322845
ENSMUST00000198079	ENSMUSG00000000600	0	0	0	0	0	0	0	0	0
ENSMUST00000199234	ENSMUSG00000000600	0.081839	0	0	0.174866	0.276151	0	0	0.1192	0.169249
ENSMUST00000199475	ENSMUSG00000000600	0.685556	0.532187	0.705247	0.87741	0.71397	0.983032	0.332875	0.331822	0.515764
ENSMUST00000199845	ENSMUSG00000000600	1.104542	0.62942	0.903398	0.888725	0.873267	0.923233	0.392996	0.378246	0.303222
ENSMUST00000200004	ENSMUSG00000000600	0.073069	0.241089	0.49668	0.267545	0.119911	0.232311	0.027195	0.146307	0.243153
ENSMUST00000200386	ENSMUSG00000000600	0	0	0.670516	0	0	1.699058	0.589743	0	0
ENSMUST00000200577	ENSMUSG00000000600	0.452011	0	0.100472	0	0	0.503468	0.369666	0.078071	0
ENSMUST00000000619	ENSMUSG00000000605	20.811617	19.741497	20.946082	21.155286	18.435512	20.453506	18.932724	13.427367	11.710027
ENSMUST00000022438	ENSMUSG00000000606	0	0	0	0	0	0	0	0	0
ENSMUST00000159674	ENSMUSG00000000606	0	0	0	0	0	0	0	0	0
ENSMUST00000163019	ENSMUSG00000000606	0	0	0	0	0	0	0	0	0
ENSMUST00000000631	ENSMUSG00000000617	0	0	0	0	0	0	0	0	0
ENSMUST00000126890	ENSMUSG00000000617	0	0	0	0	0	0	0	0	0
ENSMUST00000156890	ENSMUSG00000000617	0	0	0	0	0	0	0	0	0
ENSMUST00000171427	ENSMUSG00000000617	0	0	0	0	0	0	0	0	0
ENSMUST00000000641	ENSMUSG00000000627	0	0.016826	0	0	0	0	0	0.013737	0.014295
ENSMUST00000113982	ENSMUSG00000000627	0	0	0	0	0.10401	0	0	0	0
ENSMUST00000125579	ENSMUSG00000000627	0	0	0	0	0	0	0	0	0
ENSMUST00000000642	ENSMUSG00000000628	0.234373	0.237985	0.251143	0.284001	0.263503	0.116745	0.14291	0.180841	0.052082
ENSMUST00000168725	ENSMUSG00000000628	0	0	0	0.710081	0	0	0	0	0
ENSMUST00000169270	ENSMUSG00000000628	0	0	0	0	0	0	0	0	0
ENSMUST00000170833	ENSMUSG00000000628	0	0	0	0	0	0	0	0	0
ENSMUST00000000645	ENSMUSG00000000631	0.666471	0.866839	0.803986	0	0	0.670492	0	0.945124	0
ENSMUST00000092884	ENSMUSG00000000631	0	0	0	0	0	0	0	0	0
ENSMUST00000092887	ENSMUSG00000000631	4.773961	4.588963	3.371969	7.860041	2.80959	3.160208	4.90946	1.700351	0
ENSMUST00000100443	ENSMUSG00000000631	0.056952	0.144782	0	0.046193	0.018212	0.067546	0.02065	0	0.030462
ENSMUST00000100794	ENSMUSG00000000631	1.323586	0	4.34643	1.935684	0.49798	2.794904	2.189047	0.525483	0.361695
ENSMUST00000100795	ENSMUSG00000000631	0.502941	1.086451	2.002222	0.784547	0.998811	1.746932	1.198857	1.076531	0.863491
ENSMUST00000102488	ENSMUSG00000000631	0	0	0	0	0	0	0	0	0
ENSMUST00000108375	ENSMUSG00000000631	5.653966	6.574894	8.669884	6.518877	7.716123	9.799276	6.888673	4.769224	4.056283
ENSMUST00000108376	ENSMUSG00000000631	0	0	0	0	0	0	0	0	0
ENSMUST00000130305	ENSMUSG00000000631	0	0	0	0	0	0	0	0	0
ENSMUST00000130627	ENSMUSG00000000631	0	0	0	0	0	0	0	0.04306	0.027933
ENSMUST00000130956	ENSMUSG00000000631	2.513526	0	0	0	0	0	0	0	0
ENSMUST00000133740	ENSMUSG00000000631	0	0	0	0	0	0	0	0	0
ENSMUST00000134196	ENSMUSG00000000631	0	0	0	0	0	0	0	0	0
ENSMUST00000135045	ENSMUSG00000000631	8.976719	0	0	3.82913	0	0	0	0	0
ENSMUST00000135375	ENSMUSG00000000631	0.721673	0	0	0	0.226916	0	0	0.393316	0.392326
ENSMUST00000142571	ENSMUSG00000000631	2.304583	0.603383	1.230246	0	0.343489	0.220168	0	0.561021	0.232546
ENSMUST00000151373	ENSMUSG00000000631	0	0	0	0	0.58635	0	0	0.097406	0.097998
ENSMUST00000154892	ENSMUSG00000000631	0	0	0	0	0	0	0	0	0
ENSMUST00000164315	ENSMUSG00000000631	0	0	0	0	0	0	0	0	0
ENSMUST00000164334	ENSMUSG00000000631	0	0	0	0	0	0	0	0	0
ENSMUST00000167856	ENSMUSG00000000631	0	0	0	0	0	0	0	3.057004	2.795966
ENSMUST00000168348	ENSMUSG00000000631	0	0.0571	0	0	0	0.090476	0	0	0
ENSMUST00000169105	ENSMUSG00000000631	0	0	0	0.241039	0.32517	0.358415	0.812397	0	0
ENSMUST00000172303	ENSMUSG00000000631	7.820257	8.338338	3.704192	0	5.478826	3.253287	2.330099	3.636553	3.902213
ENSMUST00000000646	ENSMUSG00000000632	0	0	0	0	0	0	0	0	0
ENSMUST00000093995	ENSMUSG00000000632	0	0	0	0	0	0	0	0	0
ENSMUST00000126866	ENSMUSG00000000632	0	0	0	0	0	0	0	0	0
ENSMUST00000138346	ENSMUSG00000000632	0	0	0	0	0	0	0	0	0
ENSMUST00000138749	ENSMUSG00000000632	0	0	0	0	0	0	0	0	0
ENSMUST00000140630	ENSMUSG00000000632	0	0	0	0	0	0	0	0	0
ENSMUST00000142542	ENSMUSG00000000632	0	0	0	0	0	0	0	0	0
ENSMUST00000151982	ENSMUSG00000000632	0	0	0	0	0	0	0	0	0
ENSMUST00000155087	ENSMUSG00000000632	0	0	0	0	0	0	0	0	0
ENSMUST00000000687	ENSMUSG00000000673	324.617735	324.472119	303.263951	314.211998	365.758895	321.873984	416.956482	424.182602	354.969538
ENSMUST00000000696	ENSMUSG00000000682	8.606416	6.08234	11.727162	14.51871	5.555716	11.693618	13.674735	12.971602	9.825259
ENSMUST00000137445	ENSMUSG00000000682	0	0	0	0	0	0	0	0	0
ENSMUST00000145122	ENSMUSG00000000682	0	0	0	0	0	0	0	0	0
ENSMUST00000094004	ENSMUSG00000000686	19.399116	20.450605	19.478359	22.207659	22.693013	20.23156	26.700511	17.810371	9.94906
ENSMUST00000145676	ENSMUSG00000000686	0	0	0	0	0	0	0	0	0.293942
ENSMUST00000147386	ENSMUSG00000000686	0	0	0.512608	0	0	0	0	0	0
